Year,flow
19/10/1990,76.7
20/10/1990,89.7
21/10/1990,71.9
22/10/1990,85.4
23/10/1990,70.2
24/10/1990,78.7
25/10/1990,64.6
26/10/1990,74.1
27/10/1990,395.6
28/10/1990,309.5
29/10/1990,145.5
30/10/1990,130.7
31/10/1990,117.7
01/11/1990,98
02/11/1990,123.6
03/11/1990,127.5
04/11/1990,185.2
05/11/1990,145.8
06/11/1990,159.2
07/11/1990,127.5
08/11/1990,125.8
09/11/1990,128.1
10/11/1990,110.8
11/11/1990,112.2
12/11/1990,106.3
13/11/1990,120.5
14/11/1990,422.2
15/11/1990,211.2
16/11/1990,177.3
17/11/1990,181.6
18/11/1990,171.1
19/11/1990,146.8
20/11/1990,126.7
21/11/1990,148.2
22/11/1990,125.8
23/11/1990,120.9
24/11/1990,113.7
25/11/1990,105.8
26/11/1990,119.9
27/11/1990,102.2
28/11/1990,105.1
29/11/1990,97.9
30/11/1990,105.7
01/12/1990,104.9
02/12/1990,100.1
03/12/1990,111.1
04/12/1990,196
05/12/1990,142.7
06/12/1990,137.3
07/12/1990,124.6
08/12/1990,127
09/12/1990,171.4
10/12/1990,723.6
11/12/1990,557.5
12/12/1990,376.7
13/12/1990,321.6
14/12/1990,311.5
15/12/1990,247.3
16/12/1990,264.3
17/12/1990,1170.8
18/12/1990,782.9
19/12/1990,511.3
20/12/1990,423.1
21/12/1990,453.9
22/12/1990,268.7
23/12/1990,327.9
24/12/1990,504.6
25/12/1990,617.8
26/12/1990,525.2
27/12/1990,474.5
28/12/1990,408.7
29/12/1990,373.3
30/12/1990,352.2
31/12/1990,343.6
01/01/1991,350.9
02/01/1991,369.1
03/01/1991,485.8
04/01/1991,998.8
05/01/1991,1022.9
06/01/1991,883.1
07/01/1991,680.9
08/01/1991,628.5
09/01/1991,573.5
10/01/1991,572
11/01/1991,529.2
12/01/1991,508.2
13/01/1991,489.1
14/01/1991,457
15/01/1991,555.4
16/01/1991,746.9
17/01/1991,605.2
18/01/1991,556.8
19/01/1991,486.4
20/01/1991,461.3
21/01/1991,481.4
22/01/1991,531.1
23/01/1991,478
24/01/1991,429.2
25/01/1991,394.3
26/01/1991,404
27/01/1991,380.7
28/01/1991,351.4
29/01/1991,469.8
30/01/1991,442.8
31/01/1991,373
01/02/1991,387.3
02/02/1991,356.6
03/02/1991,351.7
04/02/1991,363.2
05/02/1991,326.4
06/02/1991,331.2
07/02/1991,319.5
08/02/1991,324.7
09/02/1991,302.8
10/02/1991,300.9
11/02/1991,296.3
12/02/1991,288.8
13/02/1991,278.5
14/02/1991,278
15/02/1991,269.9
16/02/1991,268.6
17/02/1991,255.8
18/02/1991,238
19/02/1991,242
20/02/1991,242.6
21/02/1991,229.7
22/02/1991,234
23/02/1991,219.2
24/02/1991,217.1
25/02/1991,209.7
26/02/1991,215.2
27/02/1991,204.6
28/02/1991,226.4
01/03/1991,194.4
02/03/1991,200.6
03/03/1991,182.5
04/03/1991,177.1
05/03/1991,184.9
06/03/1991,178.9
07/03/1991,169.6
08/03/1991,162.6
09/03/1991,164.6
10/03/1991,161.5
11/03/1991,160.6
12/03/1991,163.7
13/03/1991,156.2
14/03/1991,153.2
15/03/1991,162.1
16/03/1991,139.5
17/03/1991,159.7
18/03/1991,139.1
19/03/1991,150.4
20/03/1991,138.7
21/03/1991,136.1
22/03/1991,134.9
23/03/1991,141
24/03/1991,130.1
25/03/1991,139.9
26/03/1991,129.6
27/03/1991,125.5
28/03/1991,119.1
29/03/1991,125.1
30/03/1991,115.8
31/03/1991,125.3
01/04/1991,99.8
02/04/1991,127.1
03/04/1991,123.4
04/04/1991,105.4
05/04/1991,108.7
06/04/1991,116
07/04/1991,101.9
08/04/1991,101.7
09/04/1991,108.9
10/04/1991,102.2
11/04/1991,98.9
12/04/1991,99
13/04/1991,98.8
14/04/1991,81.6
15/04/1991,104.6
16/04/1991,85
17/04/1991,79.7
18/04/1991,97
19/04/1991,92.1
20/04/1991,80.5
21/04/1991,85.9
22/04/1991,74.4
23/04/1991,80.6
24/04/1991,83.8
25/04/1991,64.3
26/04/1991,80
27/04/1991,79.2
28/04/1991,67.2
29/04/1991,73
30/04/1991,71.1
01/05/1991,70.8
02/05/1991,70
03/05/1991,70.5
04/05/1991,79.2
05/05/1991,73.8
06/05/1991,68.8
07/05/1991,60
08/05/1991,68.7
09/05/1991,73.4
10/05/1991,58
11/05/1991,61.1
12/05/1991,63.8
13/05/1991,56
14/05/1991,64.6
15/05/1991,64.9
16/05/1991,55
17/05/1991,64.5
18/05/1991,60.2
19/05/1991,54.6
20/05/1991,48.7
21/05/1991,50.7
22/05/1991,53.1
23/05/1991,57.3
24/05/1991,57
25/05/1991,54.6
26/05/1991,56.8
27/05/1991,53.5
28/05/1991,58.1
29/05/1991,65.7
30/05/1991,69.2
31/05/1991,59.2
01/06/1991,53.3
02/06/1991,52.6
03/06/1991,53.7
04/06/1991,53.3
05/06/1991,50.8
06/06/1991,53.9
07/06/1991,52.2
08/06/1991,51
09/06/1991,47.4
10/06/1991,51.3
11/06/1991,48.3
12/06/1991,46.4
13/06/1991,54.3
14/06/1991,51.6
15/06/1991,46.6
16/06/1991,45.4
17/06/1991,46.7
18/06/1991,46.7
19/06/1991,47.6
20/06/1991,45.8
21/06/1991,49.4
22/06/1991,46.5
23/06/1991,46.5
24/06/1991,44
25/06/1991,43.6
26/06/1991,47.2
27/06/1991,45.2
28/06/1991,50.4
29/06/1991,48.9
30/06/1991,47.7
01/07/1991,44.7
02/07/1991,39.9
03/07/1991,42.9
04/07/1991,33.7
05/07/1991,43
06/07/1991,38.5
07/07/1991,43.1
08/07/1991,45.9
09/07/1991,47.8
10/07/1991,43.2
11/07/1991,40.9
12/07/1991,37.2
13/07/1991,33.5
14/07/1991,47.6
15/07/1991,88.5
16/07/1991,71
17/07/1991,47
18/07/1991,60.7
19/07/1991,44.3
20/07/1991,40.6
21/07/1991,38.8
22/07/1991,39.4
23/07/1991,31.3
24/07/1991,35.3
25/07/1991,46.3
26/07/1991,46
27/07/1991,36.5
28/07/1991,37.3
29/07/1991,54.5
30/07/1991,87.8
31/07/1991,65.8
01/08/1991,53.2
02/08/1991,42.6
03/08/1991,47.9
04/08/1991,47.1
05/08/1991,49.3
06/08/1991,47.4
07/08/1991,47.2
08/08/1991,39
09/08/1991,33.4
10/08/1991,30.4
11/08/1991,31
12/08/1991,30.5
13/08/1991,33
14/08/1991,34.6
15/08/1991,32.9
16/08/1991,32.3
17/08/1991,38.2
18/08/1991,41.1
19/08/1991,36.2
20/08/1991,31.4
21/08/1991,34.2
22/08/1991,37.4
23/08/1991,33.5
24/08/1991,28.2
25/08/1991,30.3
26/08/1991,29.6
27/08/1991,30.3
28/08/1991,41.2
29/08/1991,48.5
30/08/1991,49.9
31/08/1991,39.8
01/09/1991,35.6
02/09/1991,35.8
03/09/1991,30.3
04/09/1991,31.7
05/09/1991,34.4
06/09/1991,29.7
07/09/1991,26.4
08/09/1991,24.9
09/09/1991,22.7
10/09/1991,36
11/09/1991,29.3
12/09/1991,87.7
13/09/1991,137.5
14/09/1991,117
15/09/1991,96.5
16/09/1991,111.8
17/09/1991,173.7
18/09/1991,104.2
19/09/1991,75.4
20/09/1991,129.9
21/09/1991,2196.6
22/09/1991,1560.7
23/09/1991,507.4
24/09/1991,1080.3
25/09/1991,1339.8
26/09/1991,547
27/09/1991,399.1
28/09/1991,319.4
29/09/1991,270.5
30/09/1991,241.4
01/10/1991,203.3
02/10/1991,199.5
03/10/1991,188.3
04/10/1991,500.8
05/10/1991,266.5
06/10/1991,205.8
07/10/1991,286.3
08/10/1991,333.9
09/10/1991,265.8
10/10/1991,242.1
11/10/1991,213.9
12/10/1991,198.9
13/10/1991,192.5
14/10/1991,216
15/10/1991,220.7
16/10/1991,255.4
17/10/1991,211.9
18/10/1991,192.3
19/10/1991,182.2
20/10/1991,169.2
21/10/1991,167
22/10/1991,161.1
23/10/1991,149.8
24/10/1991,149.8
25/10/1991,148.2
26/10/1991,140.6
27/10/1991,133.3
28/10/1991,141.4
29/10/1991,147.6
30/10/1991,225.4
31/10/1991,186.8
01/11/1991,169.6
02/11/1991,169.3
03/11/1991,323.2
04/11/1991,296.3
05/11/1991,257.3
06/11/1991,250.5
07/11/1991,214.1
08/11/1991,194.3
09/11/1991,180.5
10/11/1991,168.5
11/11/1991,174.5
12/11/1991,236
13/11/1991,269.5
14/11/1991,245.8
15/11/1991,279.6
16/11/1991,259.7
17/11/1991,247.1
18/11/1991,235.2
19/11/1991,229.2
20/11/1991,219.2
21/11/1991,229.7
22/11/1991,220.7
23/11/1991,240.2
24/11/1991,284.1
25/11/1991,251.8
26/11/1991,235
27/11/1991,220
28/11/1991,221.7
29/11/1991,201.5
30/11/1991,194.4
01/12/1991,204.2
02/12/1991,200.1
03/12/1991,193.1
04/12/1991,211.2
05/12/1991,196
06/12/1991,341.9
07/12/1991,1843.6
08/12/1991,2691.9
09/12/1991,1313.6
10/12/1991,946.3
11/12/1991,776.4
12/12/1991,658.3
13/12/1991,545.7
14/12/1991,508.9
15/12/1991,448
16/12/1991,439.9
17/12/1991,410.4
18/12/1991,380.7
19/12/1991,388
20/12/1991,381.1
21/12/1991,366.6
22/12/1991,361.7
23/12/1991,342.3
24/12/1991,345.3
25/12/1991,336.9
26/12/1991,346.9
27/12/1991,911
28/12/1991,969.8
29/12/1991,891.5
30/12/1991,1671.5
31/12/1991,1038.8
01/01/1992,904.8
02/01/1992,834.6
03/01/1992,927
04/01/1992,868.1
05/01/1992,820.4
06/01/1992,714.7
07/01/1992,670.3
08/01/1992,604.5
09/01/1992,565.4
10/01/1992,593.8
11/01/1992,624.2
12/01/1992,986.8
13/01/1992,864
14/01/1992,838.9
15/01/1992,787.2
16/01/1992,762.5
17/01/1992,752.1
18/01/1992,760.4
19/01/1992,838.9
20/01/1992,804.5
21/01/1992,707.2
22/01/1992,761.6
23/01/1992,855.3
24/01/1992,889.4
25/01/1992,915.9
26/01/1992,948.9
27/01/1992,1125.8
28/01/1992,1165
29/01/1992,1059.2
30/01/1992,979.9
31/01/1992,904.6
01/02/1992,843.3
02/02/1992,781.2
03/02/1992,816.3
04/02/1992,913
05/02/1992,1026
06/02/1992,1716.2
07/02/1992,1443.5
08/02/1992,2179
09/02/1992,1745.3
10/02/1992,1407.1
11/02/1992,1262.5
12/02/1992,1167.3
13/02/1992,1187.4
14/02/1992,1173.4
15/02/1992,1106.6
16/02/1992,1056.5
17/02/1992,1177.4
18/02/1992,1481.8
19/02/1992,1179.4
20/02/1992,1461.3
21/02/1992,1529.1
22/02/1992,1292.7
23/02/1992,1207.3
24/02/1992,1112.6
25/02/1992,1056.7
26/02/1992,989.7
27/02/1992,956.1
28/02/1992,890
29/02/1992,878.7
01/03/1992,856.2
02/03/1992,834.2
03/03/1992,825.3
04/03/1992,757.6
05/03/1992,752.8
06/03/1992,755.9
07/03/1992,701.3
08/03/1992,683.6
09/03/1992,665.1
10/03/1992,676.8
11/03/1992,648.5
12/03/1992,612.2
13/03/1992,600.6
14/03/1992,579.3
15/03/1992,596.4
16/03/1992,600.5
17/03/1992,591.7
18/03/1992,563.5
19/03/1992,551.5
20/03/1992,540.3
21/03/1992,497.6
22/03/1992,497.6
23/03/1992,490.4
24/03/1992,478.5
25/03/1992,450.4
26/03/1992,462.1
27/03/1992,450.3
28/03/1992,450.3
29/03/1992,421.9
30/03/1992,426
31/03/1992,388.1
01/04/1992,428.4
02/04/1992,386.8
03/04/1992,379.5
04/04/1992,362.6
05/04/1992,360.5
06/04/1992,310
07/04/1992,335.6
08/04/1992,338.6
09/04/1992,327.7
10/04/1992,341.6
11/04/1992,295
12/04/1992,333.1
13/04/1992,339.7
14/04/1992,318.9
15/04/1992,329.2
16/04/1992,335.2
17/04/1992,280.9
18/04/1992,273.4
19/04/1992,288.4
20/04/1992,280.7
21/04/1992,283.3
22/04/1992,276.2
23/04/1992,249.3
24/04/1992,247.7
25/04/1992,279.1
26/04/1992,234.7
27/04/1992,235
28/04/1992,225.1
29/04/1992,223.1
30/04/1992,207.1
01/05/1992,214.4
02/05/1992,211.4
03/05/1992,212.3
04/05/1992,200.8
05/05/1992,197.9
06/05/1992,198.4
07/05/1992,188
08/05/1992,196.4
09/05/1992,184.1
10/05/1992,184.2
11/05/1992,182.5
12/05/1992,169.7
13/05/1992,173.7
14/05/1992,169.4
15/05/1992,188.9
16/05/1992,145.7
17/05/1992,168.2
18/05/1992,149.3
19/05/1992,168.5
20/05/1992,158.1
21/05/1992,160.6
22/05/1992,156.1
23/05/1992,147.2
24/05/1992,147.1
25/05/1992,145.1
26/05/1992,134.7
27/05/1992,138
28/05/1992,144.6
29/05/1992,139.4
30/05/1992,128
31/05/1992,132.7
01/06/1992,128.1
02/06/1992,116.1
03/06/1992,133.4
04/06/1992,101.9
05/06/1992,131.7
06/06/1992,120.7
07/06/1992,116
08/06/1992,114
09/06/1992,120.8
10/06/1992,116.2
11/06/1992,102.2
12/06/1992,111.8
13/06/1992,90.6
14/06/1992,94.2
15/06/1992,127.9
16/06/1992,101.3
17/06/1992,106.9
18/06/1992,103.3
19/06/1992,101.3
20/06/1992,106.8
21/06/1992,103.5
22/06/1992,94.4
23/06/1992,97.4
24/06/1992,95
25/06/1992,102.9
26/06/1992,99.4
27/06/1992,96.2
28/06/1992,88.1
29/06/1992,93.7
30/06/1992,87.8
01/07/1992,89.9
02/07/1992,87.4
03/07/1992,94.5
04/07/1992,84.9
05/07/1992,82.1
06/07/1992,91.7
07/07/1992,86.2
08/07/1992,88.6
09/07/1992,80
10/07/1992,88
11/07/1992,88.6
12/07/1992,79.9
13/07/1992,82
14/07/1992,76.9
15/07/1992,87.4
16/07/1992,92.1
17/07/1992,84.1
18/07/1992,81.1
19/07/1992,75.4
20/07/1992,80.9
21/07/1992,77.9
22/07/1992,76.3
23/07/1992,81.6
24/07/1992,81
25/07/1992,76.1
26/07/1992,82.4
27/07/1992,73.1
28/07/1992,70.4
29/07/1992,74.1
30/07/1992,71.3
31/07/1992,71.1
01/08/1992,71
02/08/1992,75.7
03/08/1992,77
04/08/1992,78.8
05/08/1992,67.8
06/08/1992,76.7
07/08/1992,62.3
08/08/1992,72.8
09/08/1992,68.8
10/08/1992,75.1
11/08/1992,73
12/08/1992,72
13/08/1992,70
14/08/1992,71.1
15/08/1992,73.7
16/08/1992,74.8
17/08/1992,65.6
18/08/1992,63.9
19/08/1992,67
20/08/1992,80.3
21/08/1992,164.3
22/08/1992,282.9
23/08/1992,184
24/08/1992,117.3
25/08/1992,130.7
26/08/1992,125.4
27/08/1992,112.3
28/08/1992,106.7
29/08/1992,97.5
30/08/1992,97.4
31/08/1992,92.3
01/09/1992,88.9
02/09/1992,83.4
03/09/1992,86.4
04/09/1992,89.8
05/09/1992,96.1
06/09/1992,92.7
07/09/1992,761.3
08/09/1992,482.9
09/09/1992,239.1
10/09/1992,179.1
11/09/1992,149.7
12/09/1992,130.9
13/09/1992,130.6
14/09/1992,126.8
15/09/1992,265.6
16/09/1992,321
17/09/1992,218.1
18/09/1992,186
19/09/1992,161.9
20/09/1992,154.5
21/09/1992,156.1
22/09/1992,157.7
23/09/1992,140.7
24/09/1992,131.5
25/09/1992,152.8
26/09/1992,930.4
27/09/1992,1264.3
28/09/1992,1442.6
29/09/1992,1089.1
30/09/1992,744.1
01/10/1992,537.8
02/10/1992,424.4
03/10/1992,466.2
04/10/1992,434
05/10/1992,406.9
06/10/1992,350.8
07/10/1992,318.5
08/10/1992,343.5
09/10/1992,322.6
10/10/1992,290.2
11/10/1992,277.6
12/10/1992,270.6
13/10/1992,251.9
14/10/1992,261
15/10/1992,239.4
16/10/1992,250.6
17/10/1992,302.5
18/10/1992,285.6
19/10/1992,313.2
20/10/1992,1080
21/10/1992,3438.2
22/10/1992,1633.4
23/10/1992,1094.4
24/10/1992,843
25/10/1992,704.4
26/10/1992,632.3
27/10/1992,565.3
28/10/1992,517.8
29/10/1992,558.9
30/10/1992,447.9
31/10/1992,403.5
01/11/1992,365.4
02/11/1992,364
03/11/1992,348.7
04/11/1992,322.6
05/11/1992,326.7
06/11/1992,328.1
07/11/1992,315
08/11/1992,303.9
09/11/1992,299.8
10/11/1992,314.3
11/11/1992,306.1
12/11/1992,297.3
13/11/1992,300.8
14/11/1992,382.6
15/11/1992,1673.4
16/11/1992,2988.2
17/11/1992,1124.3
18/11/1992,884.1
19/11/1992,716.3
20/11/1992,656.4
21/11/1992,581.9
22/11/1992,532.6
23/11/1992,466.3
24/11/1992,488.3
25/11/1992,549.3
26/11/1992,524.6
27/11/1992,493.8
28/11/1992,526.9
29/11/1992,489.3
30/11/1992,486.1
01/12/1992,432.1
02/12/1992,398.5
03/12/1992,625.1
04/12/1992,2776.4
05/12/1992,1790.7
06/12/1992,1405.3
07/12/1992,1111.1
08/12/1992,949.3
09/12/1992,889.3
10/12/1992,826.5
11/12/1992,780.5
12/12/1992,777.2
13/12/1992,751.5
14/12/1992,732.8
15/12/1992,766.4
16/12/1992,904.7
17/12/1992,1291.2
18/12/1992,1053.3
19/12/1992,2920.1
20/12/1992,2586
21/12/1992,1762.9
22/12/1992,1423.1
23/12/1992,1250.1
24/12/1992,1156.7
25/12/1992,1004.6
26/12/1992,926.5
27/12/1992,865.9
28/12/1992,809.2
29/12/1992,855.1
30/12/1992,1107.6
31/12/1992,1153.4
01/01/1993,1228.8
02/01/1993,1107.6
03/01/1993,969.8
04/01/1993,887.5
05/01/1993,845.9
06/01/1993,810.7
07/01/1993,787.2
08/01/1993,764.7
09/01/1993,762.1
10/01/1993,778
11/01/1993,784.4
12/01/1993,782.8
13/01/1993,812.7
14/01/1993,855.5
15/01/1993,830.4
16/01/1993,819.9
17/01/1993,794.8
18/01/1993,810.1
19/01/1993,1558.1
20/01/1993,1594.9
21/01/1993,1182.4
22/01/1993,1057.5
23/01/1993,1005.3
24/01/1993,984.4
25/01/1993,930
26/01/1993,895.1
27/01/1993,897.9
28/01/1993,885.4
29/01/1993,871.1
30/01/1993,881.3
31/01/1993,878.4
01/02/1993,889.2
02/02/1993,1053.7
03/02/1993,1309.1
04/02/1993,1357.1
05/02/1993,1197
06/02/1993,2551.1
07/02/1993,3157.5
08/02/1993,2160.8
09/02/1993,1774.3
10/02/1993,1639.3
11/02/1993,1424.1
12/02/1993,1287.3
13/02/1993,1239.2
14/02/1993,1140.4
15/02/1993,1091.6
16/02/1993,1444.8
17/02/1993,1416.4
18/02/1993,1215.8
19/02/1993,1137
20/02/1993,1052
21/02/1993,1025.1
22/02/1993,1074.3
23/02/1993,1317
24/02/1993,1328.3
25/02/1993,1114.2
26/02/1993,1092.4
27/02/1993,1071.8
28/02/1993,1058.6
01/03/1993,1030.6
02/03/1993,1024.9
03/03/1993,985.5
04/03/1993,924.5
05/03/1993,884.8
06/03/1993,887.3
07/03/1993,871
08/03/1993,830.5
09/03/1993,806.7
10/03/1993,835.3
11/03/1993,797.5
12/03/1993,790.8
13/03/1993,763.7
14/03/1993,720.2
15/03/1993,722
16/03/1993,716.7
17/03/1993,701.7
18/03/1993,662.4
19/03/1993,651
20/03/1993,589.9
21/03/1993,580.2
22/03/1993,562.3
23/03/1993,565.9
24/03/1993,553.4
25/03/1993,551.8
26/03/1993,524
27/03/1993,521
28/03/1993,510.7
29/03/1993,512.7
30/03/1993,496.5
31/03/1993,489.6
01/04/1993,473.1
02/04/1993,478.9
03/04/1993,459
04/04/1993,450
05/04/1993,444.4
06/04/1993,443.6
07/04/1993,441.9
08/04/1993,430.6
09/04/1993,427.4
10/04/1993,414.8
11/04/1993,411.3
12/04/1993,409.3
13/04/1993,408.4
14/04/1993,396.7
15/04/1993,388
16/04/1993,389.4
17/04/1993,381.1
18/04/1993,365.2
19/04/1993,363.3
20/04/1993,355.8
21/04/1993,344.5
22/04/1993,328.7
23/04/1993,340
24/04/1993,344.2
25/04/1993,333.9
26/04/1993,337.8
27/04/1993,299.8
28/04/1993,302.6
29/04/1993,284.2
30/04/1993,287.6
01/05/1993,298.3
02/05/1993,300.1
03/05/1993,268.3
04/05/1993,269.5
05/05/1993,263
06/05/1993,256.8
07/05/1993,260
08/05/1993,247.8
09/05/1993,258.8
10/05/1993,235.6
11/05/1993,245.4
12/05/1993,236.2
13/05/1993,239.1
14/05/1993,222.5
15/05/1993,233.1
16/05/1993,218.9
17/05/1993,227.1
18/05/1993,212.7
19/05/1993,205.3
20/05/1993,209
21/05/1993,209.2
22/05/1993,202
23/05/1993,200.6
24/05/1993,199.6
25/05/1993,193.4
26/05/1993,202.6
27/05/1993,192.3
28/05/1993,193.6
29/05/1993,182.4
30/05/1993,184.9
31/05/1993,178.5
01/06/1993,185.8
02/06/1993,181.2
03/06/1993,172.7
04/06/1993,178.4
05/06/1993,168.5
06/06/1993,170
07/06/1993,160.7
08/06/1993,163.6
09/06/1993,162.7
10/06/1993,159.3
11/06/1993,159.7
12/06/1993,151.6
13/06/1993,150.9
14/06/1993,156.4
15/06/1993,142.8
16/06/1993,156.3
17/06/1993,140.2
18/06/1993,136.6
19/06/1993,142.3
20/06/1993,136.1
21/06/1993,137.5
22/06/1993,138
23/06/1993,130.7
24/06/1993,138.5
25/06/1993,129.3
26/06/1993,128.4
27/06/1993,134.3
28/06/1993,134
29/06/1993,125.8
30/06/1993,131.7
01/07/1993,122.1
02/07/1993,128.6
03/07/1993,122.9
04/07/1993,124.6
05/07/1993,121.3
06/07/1993,132
07/07/1993,114.2
08/07/1993,120.2
09/07/1993,121.6
10/07/1993,110.7
11/07/1993,110.1
12/07/1993,117.4
13/07/1993,107.1
14/07/1993,111.1
15/07/1993,115
16/07/1993,100.8
17/07/1993,110.8
18/07/1993,112.4
19/07/1993,108.8
20/07/1993,100.4
21/07/1993,94.4
22/07/1993,120.2
23/07/1993,110.3
24/07/1993,111
25/07/1993,108.8
26/07/1993,98.3
27/07/1993,109.4
28/07/1993,101.1
29/07/1993,110.7
30/07/1993,98.2
31/07/1993,108.5
01/08/1993,100
02/08/1993,100.7
03/08/1993,104.8
04/08/1993,90.8
05/08/1993,86.6
06/08/1993,90.5
07/08/1993,80.2
08/08/1993,104.2
09/08/1993,90.3
10/08/1993,98.9
11/08/1993,136.6
12/08/1993,109.5
13/08/1993,132.5
14/08/1993,183.6
15/08/1993,289
16/08/1993,311.2
17/08/1993,275.5
18/08/1993,208.6
19/08/1993,184.8
20/08/1993,181.8
21/08/1993,150.2
22/08/1993,141
23/08/1993,139
24/08/1993,201.6
25/08/1993,219.8
26/08/1993,209.6
27/08/1993,170.5
28/08/1993,149.2
29/08/1993,146.3
30/08/1993,131.6
31/08/1993,134.3
01/09/1993,129.2
02/09/1993,123.3
03/09/1993,133.4
04/09/1993,141.9
05/09/1993,131.6
06/09/1993,71.3
07/09/1993,770.1
08/09/1993,650.2
09/09/1993,519.3
10/09/1993,501.8
11/09/1993,375
12/09/1993,297.8
13/09/1993,275.5
14/09/1993,243.1
15/09/1993,228.6
16/09/1993,206.3
17/09/1993,193.7
18/09/1993,170.1
19/09/1993,177
20/09/1993,171.3
21/09/1993,164
22/09/1993,139.5
23/09/1993,146.8
24/09/1993,150.2
25/09/1993,149.2
26/09/1993,158.5
27/09/1993,287.6
28/09/1993,282.5
29/09/1993,225.7
30/09/1993,197.9
01/10/1993,182.9
02/10/1993,179.4
03/10/1993,163.3
04/10/1993,179.8
05/10/1993,135.8
06/10/1993,166.6
07/10/1993,143.5
08/10/1993,147.2
09/10/1993,142.1
10/10/1993,135.2
11/10/1993,136.5
12/10/1993,118.7
13/10/1993,134.9
14/10/1993,123.5
15/10/1993,127.4
16/10/1993,168
17/10/1993,561.3
18/10/1993,953.4
19/10/1993,601.7
20/10/1993,444.2
21/10/1993,385.2
22/10/1993,334.9
23/10/1993,288.4
24/10/1993,276.9
25/10/1993,244.3
26/10/1993,231.6
27/10/1993,246.1
28/10/1993,215.6
29/10/1993,1067.8
30/10/1993,693.2
31/10/1993,424.2
01/11/1993,382.7
02/11/1993,344.2
03/11/1993,326
04/11/1993,309.1
05/11/1993,419.1
06/11/1993,421.5
07/11/1993,396.1
08/11/1993,339.8
09/11/1993,316.6
10/11/1993,303.4
11/11/1993,305.6
12/11/1993,281.4
13/11/1993,257.2
14/11/1993,1495
15/11/1993,1216.5
16/11/1993,869
17/11/1993,663.6
18/11/1993,580.1
19/11/1993,509.9
20/11/1993,477.4
21/11/1993,445.6
22/11/1993,410.2
23/11/1993,393.2
24/11/1993,379
25/11/1993,359.6
26/11/1993,370.1
27/11/1993,353.8
28/11/1993,324.2
29/11/1993,294.4
30/11/1993,308.1
01/12/1993,516.4
02/12/1993,286.3
03/12/1993,256
04/12/1993,222
05/12/1993,231.6
06/12/1993,236.5
07/12/1993,219.7
08/12/1993,227.9
09/12/1993,224.2
10/12/1993,213.2
11/12/1993,208.2
12/12/1993,298.2
13/12/1993,254.2
14/12/1993,249
15/12/1993,235.2
16/12/1993,213.4
17/12/1993,233.2
18/12/1993,280.9
19/12/1993,372.3
20/12/1993,291.5
21/12/1993,277.4
22/12/1993,624.7
23/12/1993,1319.4
24/12/1993,743.7
25/12/1993,602.8
26/12/1993,588.5
27/12/1993,526.3
28/12/1993,484
29/12/1993,471.7
30/12/1993,429
31/12/1993,454.5
01/01/1994,435.6
02/01/1994,451.9
03/01/1994,542.4
04/01/1994,517.9
05/01/1994,511.3
06/01/1994,483.2
07/01/1994,482.7
08/01/1994,451.5
09/01/1994,456.9
10/01/1994,437.5
11/01/1994,451.5
12/01/1994,474.8
13/01/1994,585.7
14/01/1994,569.7
15/01/1994,522.5
16/01/1994,480.1
17/01/1994,483
18/01/1994,477.6
19/01/1994,470.5
20/01/1994,465.9
21/01/1994,486.6
22/01/1994,477.5
23/01/1994,480.4
24/01/1994,471.4
25/01/1994,426.4
26/01/1994,418.8
27/01/1994,404.4
28/01/1994,420.6
29/01/1994,397.1
30/01/1994,388
31/01/1994,392.8
01/02/1994,387.5
02/02/1994,358.4
03/02/1994,361.9
04/02/1994,364.8
05/02/1994,370.6
06/02/1994,337.6
07/02/1994,336.5
08/02/1994,394.3
09/02/1994,411
10/02/1994,427.1
11/02/1994,487.4
12/02/1994,421
13/02/1994,380.9
14/02/1994,371.2
15/02/1994,367.8
16/02/1994,447.7
17/02/1994,441.7
18/02/1994,403.8
19/02/1994,398.8
20/02/1994,346.6
21/02/1994,312.2
22/02/1994,315.4
23/02/1994,314.2
24/02/1994,296.5
25/02/1994,319.3
26/02/1994,288.2
27/02/1994,295.8
28/02/1994,267.1
01/03/1994,271.6
02/03/1994,270.2
03/03/1994,248.7
04/03/1994,253
05/03/1994,250.1
06/03/1994,231.1
07/03/1994,233.2
08/03/1994,220.4
09/03/1994,218.3
10/03/1994,232.3
11/03/1994,214.2
12/03/1994,219.7
13/03/1994,199.7
14/03/1994,216.7
15/03/1994,194.1
16/03/1994,206.1
17/03/1994,199.5
18/03/1994,184.9
19/03/1994,206.5
20/03/1994,181.7
21/03/1994,187.3
22/03/1994,184.2
23/03/1994,188.3
24/03/1994,179.1
